Age Range,Work Industry,Job title,"If your job title needs additional context, please clarify here:",Annual Salary,Additional monetary compensation,"If your income needs additional context, please provide it here:",State,City,years of professional work experience,years of professional work experience in field,highest level of education completed,Gender,Race
35-44,Computing or Tech,Technical Comms Manager,Managing PR traffic in a tech industry,70000,,,Texas,Fort Worth,11-20 years,11-20 years,Master's degree,Man,White
35-44,Health care,Certified Registered Nurse Anesthetist,,165000,7500,,Pennsylvania,Philadelphia,8-10 years,2-4 years,Master's degree,Woman,White
18-24,Consumer Product Goods,Supply Planner,,75000,,,New Jersey,New Jersey,2-4 years,2-4 years,College degree,Woman,Asian or Asian American
35-44,Computing or Tech,Product Specialist,,61000,,,New York,New York,11-20 years,8-10 years,College degree,Woman,White
45-54,Computing or Tech,Support Specialist,2nd tier IT technician,60000,8000,Overtime,Pennsylvania,Cherry Hill,11-20 years,5-7 years,College degree,Man,White
45-54,"Accounting, Banking & Finance",Head of Human Resources,,225000,50000,,Illinois,Chicago,11-20 years,11-20 years,College degree,Woman,White
25-34,Computing or Tech,Software Engineer,E5,205290,450800,Mostly stock,Massachusetts,Cambridge,8-10 years,8-10 years,College degree,Man,White
25-34,Business or Consulting,Executive Assistant,,57740,0,,Maryland,Columbia,11-20 years,5-7 years,Master's degree,Woman,White
35-44,Nonprofits,Registrar,Museum registar,75212,3000,,California,San Francisco,8-10 years,8-10 years,Master's degree,Woman,White
25-34,"Accounting, Banking & Finance",Senior lead auditor,Senior level staff internal auditor,75000,5500,,Ohio,Cleveland,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
35-44,Art & Design,Production Artist,,58240,0,,California,Irvine,11-20 years,8-10 years,College degree,Woman,White
35-44,Nonprofits,Project Coordinator,,50000,,,New Jersey,Morristown,5-7 years,2-4 years,PhD,Woman,White
25-34,"Accounting, Banking & Finance",Records Management,Managing documentation for a financial institution,33800,,,Washington,Spokane,5-7 years,5-7 years,College degree,Non-binary,White
25-34,Law,Contract Law Clerk,Attorney working on a federal government contract,72000,0,,District of Columbia,Washington,2-4 years,2-4 years,"Professional degree (MD, JD, etc.)",Woman,White
25-34,Nonprofits,Press Secretary,,85000,,,District of Columbia,Washington,11-20 years,2-4 years,Master's degree,Woman,White
25-34,Engineering or Manufacturing,GIS Technician,,35000,0,19.00 hourly,Oregon,Portland,2-4 years,2-4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
35-44,Insurance,Client relations,Client relations,85000,6375,,Texas,Dallas,11-20 years,11-20 years,Master's degree,Woman,Black or African American
35-44,Nonprofits,Associate Director of Philanthropy Operations,,115000,0,,California,San Francisco,11-20 years,11-20 years,Master's degree,Woman,White
25-34,Education (Higher Education),Program Coordinator,,46000,,,Minnesota,Minneapolis,8-10 years,5-7 years,College degree,Woman,White
35-44,"Accounting, Banking & Finance",Business Manager and Client Service Officer,,200000,,,Massachusetts,Boston,11-20 years,11-20 years,College degree,Woman,White
45-54,Government and Public Administration,Application Development Manager,,90000,,,Georgia,Atlanta,21-30 years,11-20 years,Master's degree,Woman,White
45-54,Training and Professional Services,Editor,,68700,2500,,Washington,Seattle,21-30 years,8-10 years,College degree,Woman,White
35-44,Education (Higher Education),Director of College Choirs,am a non-tenure-track faculty on a 3-year renewable contract,72000,0,,Massachusetts,Worcester,11-20 years,8-10 years,PhD,Woman,White
25-34,International Development,Senior Program Management Associate,,55000,1000,,District of Columbia,Washington,5-7 years,5-7 years,College degree,Man,White
25-34,Business or Consulting,Senior Consultant,Consultant in the IT Strategy field,1260000,10000,,Washington,Seattle,5-7 years,5-7 years,Master's degree,Man,White
25-34,Utilities & Telecommunications,Water treatment operator,,52000,,,Maryland,Crownsville,5-7 years,5-7 years,College degree,Man,White
25-34,Pharmaceutical,Clinical Trial Associate,Help manage operations in pharmaceutical clinical trials,92000,9000,,California,San Diego,8-10 years,5-7 years,Master's degree,Woman,White
35-44,Agriculture or Forestry,Msnager,,77250,15000,,North Carolina,Raleigh-Durham,21-30 years,11-20 years,College degree,Woman,Black or African American
25-34,Government and Public Administration,Program Examiner,Federal Executive Agency,103690,0,,District of Columbia,Washington,5-7 years,5-7 years,Master's degree,Woman,White
25-34,Government and Public Administration,Hydrologic Technician,GS-6 Step 2,40251,,,Illinois,Urbana,5-7 years,5-7 years,College degree,Woman,White
35-44,Education (Higher Education),Director of Student Life,,73000,3000,,New York,Albany,11-20 years,11-20 years,Master's degree,Woman,White
45-54,Retail,Customer service specialist,,40000,0,,Maryland,Baltimore,11-20 years,8-10 years,Some college,Woman,White
35-44,Government and Public Administration,Assistant Commissioner,,124000,,,Minnesota,St Paul,21-30 years,21-30 years,PhD,Woman,White
25-34,Government and Public Administration,Operations Research Analyst,Specialized in Data Science,155000,,,District of Columbia,Washington,8-10 years,8-10 years,Master's degree,Woman,White
35-44,Computing or Tech,Customer Support,Technical SAAS support,76000,5000,,Washington,Spokane,11-20 years,5-7 years,Master's degree,Woman,White
25-34,Retail,Customer Service Manager,"I work under the Assistant Manager and supervise the cashiers, etc.",41288,,,Illinois,Chicago,8-10 years,5-7 years,Some college,Woman,Black or African American
45-54,Education (Higher Education),Senior Academic Advisor II,I work in a specific dept at a large university and coordinate all of their academic affairs,59000,0,,Arizona,Tucson,21-30 years,21-30 years,College degree,Woman,White
25-34,Computing or Tech,Product Manager,,90000,,,New Mexico,Albuquerque,5-7 years,2-4 years,College degree,Woman,White
45-54,Education (Higher Education),Digital Scholarship Specialist,librarian,94929,0,,New York,Buffalo,21-30 years,21-30 years,Master's degree,Woman,White
45-54,Law,Deputy General Counsel,Small legal department (10-20 people over the years,300000,30000,,Massachusetts,Boston,21-30 years,21-30 years,"Professional degree (MD, JD, etc.)",Man,Another option not listed here or prefer not to answer
55-64,Utilities & Telecommunications,Manager,,79900,18000,,New Jersey,Morristown,31-40 years,21-30 years,Master's degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
35-44,Law,Partner,,200000,0,,Minnesota,Minneapolis,11-20 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White
25-34,Business or Consulting,Senior Associate,Management consultant,153000,6000,,California,San Jose,5-7 years,2-4 years,Master's degree,Woman,Asian or Asian American
25-34,Education (Higher Education),Assistant Librarian,"I'm the liaison librarian for a department at my university. I have the same responsibilities of an ""Associate"" or ""Full"" librarian, but because of the tenure-track and promotion processes, I'm currently at the ""Associate"" level. The main difference there is salary.",56000,0,,Arizona,Flagstaff,8-10 years,5-7 years,Master's degree,Woman,White
35-44,Computing or Tech,Web Developer,in-house developer for a hospital system,80000,,,Louisiana,New Orleans,11-20 years,11-20 years,Some college,Man,White
18-24,Government Relations/Lobbying,"Manager, Policy and Advocacy",I don't perform any actual supervision. I am the junior employee on a two-person federal advocacy team at a professional association and support the Director of Policy and Advocacy in our government relations work.,59000,,,Maryland,Bethesda,2-4 years,2-4 years,College degree,Woman,White
25-34,Nonprofits,Director of Finance & Operations,"I am the Director of Finance & Operations, which in my company apparently means that I am all of the following:
The entire finance department
IT
HR
the facilities manager
and what I'm trying to build into a COO position where I streamline organizational systems to build efficiency and effectiveness",63000,600,,Texas,Austin,5-7 years,5-7 years,Master's degree,Woman,White
35-44,Government and Public Administration,Deputy Executive Director,,136000,0,,California,Sacramento,11-20 years,11-20 years,Master's degree,Woman,White
18-24,"Accounting, Banking & Finance",Accounting Assistant,,37250,750,,Michigan,Grand Rapids,2-4 years,1 year or less,College degree,Woman,White
35-44,"Marketing, Advertising & PR",Director,Sales/Marketing director,117000,10000,,Illinois,Niles,11-20 years,11-20 years,College degree,Woman,White
55-64,Government and Public Administration,Agency Cost Allocation Accountant,,70720,0,,Wisconsin,Madison,31-40 years,8-10 years,College degree,Woman,White
55-64,"Accounting, Banking & Finance",Loan Purchase Specialist,,48763,900,,Minnesota,Hopkins,31-40 years,21-30 years,Some college,Woman,White
25-34,Computing or Tech,Program Manager,,125000,0,,Texas,Austin,8-10 years,5-7 years,College degree,Woman,White
25-34,Education (Primary/Secondary),Library Media Specialist,,47094,,,Wisconsin,Eau Claire,8-10 years,8-10 years,College degree,Woman,White
35-44,Nonprofits,"Project Manager, Workplace Experience","Combination of recruitment, employee engagement, and systems/processes support",57500,0,,Washington,Seattle,11-20 years,5-7 years,Some college,Woman,White
35-44,Health care,program manager,,90000,0,,North Carolina,Durham,11-20 years,8-10 years,Master's degree,Woman,White
35-44,Health care,Provider Engagement Executive,Population health management for health insurer,89046,17160,,Texas,Houston,11-20 years,5-7 years,Master's degree,Woman,White
35-44,Engineering or Manufacturing,HR Manager,,175000,15000,,New York,Syracuse,11-20 years,5-7 years,Master's degree,Woman,White
25-34,Health care,"Senior Manager, Statistics",,145000,60000,,Massachusetts,Boston,2-4 years,2-4 years,PhD,Woman,White
25-34,Insurance,Underwriting Assistant,Life insurance new business,70000,0,,Colorado,Denver,8-10 years,5-7 years,College degree,Woman,White
35-44,Social Work,Medical Social Worker,At county health department,56846,0,,Michigan,Grand Rapids,11-20 years,11-20 years,Master's degree,Woman,White
25-34,Health care,Registered Dietitian,,70000,,,Illinois,Chicago,8-10 years,5-7 years,College degree,Woman,White
35-44,Nonprofits,Business Development Manager,,72000,,,District of Columbia,Washington,8-10 years,8-10 years,Master's degree,Woman,White
18-24,Government and Public Administration,Executive Assistant,,49500,0,,Vermont,Montpelier,2-4 years,2-4 years,College degree,Woman,White
35-44,Construction,Project manager,,80000,10000,,Washington,Seattle,11-20 years,11-20 years,College degree,Man,White
35-44,Government and Public Administration,Attorney Advisor,,131000,16000,,Washington,Seattle,11-20 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White
35-44,Government and Public Administration,Scientist,,117000,0,,North Carolina,Raleigh,5-7 years,5-7 years,PhD,Woman,White
35-44,Law,Deputy Attorney General,Akin to an associate,72000,,,Idaho,Boise,11-20 years,8-10 years,"Professional degree (MD, JD, etc.)",Woman,White
25-34,Computing or Tech,Team Leader,,102000,,,Michigan,Detroit,5-7 years,5-7 years,College degree,Woman,Black or African American
45-54,Education (Higher Education),Sr. Operations Manager,"This is in an academic library setting - involves managing people, collections, and facilities.",67000,0,,New Mexico,Albuquerque,21-30 years,21-30 years,Master's degree,Woman,White
35-44,Education (Higher Education),Manager,,48000,,,District of Columbia,DC,11-20 years,11-20 years,Master's degree,Woman,White
45-54,Health care,Associate Consultant,,85000,9000,,Indiana,Indianapolis,11-20 years,8-10 years,Master's degree,Woman,White
25-34,Computing or Tech,Senior Software Engineer,,104000,5000,,Oregon,Portland,2-4 years,2-4 years,College degree,Man,White
35-44,Law,Practice Assistant,(Legal Secretary),85000,3000,,Massachusetts,Boston,11-20 years,11-20 years,College degree,Woman,White
18-24,Business or Consulting,Client Specialist,,35360,0,,Ohio,Cincinnati,2-4 years,2-4 years,High School,Woman,White
25-34,Engineering or Manufacturing,Environmental Engineer,,58500,3000,,Missouri,Kansas,5-7 years,2-4 years,College degree,Woman,White
35-44,"Accounting, Banking & Finance",Engineering Manager,,230000,28000,,New Jersey,New York,11-20 years,11-20 years,Master's degree,Man,Black or African American
25-34,Education (Higher Education),Manager of Data Analytics,,135000,,,New York,New York,5-7 years,5-7 years,Master's degree,Man,White
25-34,Social Work,social worker,,60000,,,District of Columbia,DC,5-7 years,2-4 years,Master's degree,Woman,White
25-34,"Marketing, Advertising & PR",Md,,350000,200,,New York,New York,11-20 years,8-10 years,Master's degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
18-24,Computing or Tech,Operations Associate,,90000,5000,,California,San Francisco,2-4 years,2-4 years,College degree,Woman,Asian or Asian American
35-44,Education (Higher Education),Department chair and associate professor,,130700,0,,New York,New York,11-20 years,11-20 years,PhD,Woman,White
35-44,"Marketing, Advertising & PR",Senior Strategist,Digital Marketing Agency,108000,1000,,California,San Diego,11-20 years,11-20 years,College degree,Man,White
35-44,Engineering or Manufacturing,Design Engineer,,70000,0,,Oregon,Portland,11-20 years,11-20 years,Master's degree,Non-binary,White
18-24,Education (Primary/Secondary),Office Manager,I work operations at a preschool,36000,1500,I work a lot of OT,Indiana,Indianapolis,2-4 years,1 year or less,College degree,Woman,White
35-44,Law Enforcement & Security,Detective,,84200,5000,"My overtime is widely variable (I already have over 300 hours this year), but I have bonuses to my base pay for my education and certification level, which is maxed out for my job. I also get bonus pay when I'm acting supervisor, although this is ironically the smallest bonus I receive.",Texas,Richardson,8-10 years,8-10 years,"Professional degree (MD, JD, etc.)",Woman,White
35-44,"Accounting, Banking & Finance","Manager, Strategic Messaging",I manage internal and external comms teams and oversee comms strategy and messaging,117000,,,Pennsylvania,Philadelphia,11-20 years,11-20 years,College degree,Woman,White
25-34,"Marketing, Advertising & PR",Associate Software Engineer,,52174,0,,Illinois,Chicago,11-20 years,2-4 years,College degree,Man,White
35-44,Education (Primary/Secondary),Instructor,I work for a private education company that gives one-on-one academic instruction to students and also contracts with schools to offer in-school programming,112000,,,Illinois,Winnetka,11-20 years,11-20 years,PhD,Woman,White
35-44,Computing or Tech,Product Manager,,110000,,,Utah,Lehi,11-20 years,5-7 years,Master's degree,Woman,White
35-44,Pharma/ Research,Executive Director,"Senior management, below C-level",185000,36000,,California,Los Angeles,11-20 years,11-20 years,Master's degree,Woman,White
45-54,Education (Higher Education),IT Manager,,110000,0,,North Carolina,Chapel Hill,21-30 years,21-30 years,College degree,Man,White
25-34,Retail,Order Entry Specialist,,33280,,,Florida,Tampa,2-4 years,2-4 years,College degree,Woman,Another option not listed here or prefer not to answer
18-24,Business or Consulting,Administrative assistant/ school facilities consultant,I help prepare grant applications for school districts.,43680,,I also receive 6% of all billable work that I do which is typically 1-10 hours a week,California,Sacramento,1 year or less,1 year or less,College degree,Woman,Asian or Asian American
25-34,Nonprofits,Director of Audience Engagement,,80000,,,California,Los Angeles,8-10 years,5-7 years,Master's degree,Woman,White
25-34,Engineering or Manufacturing,Project Engineer,,71000,,,California,Irvine,2-4 years,2-4 years,College degree,Man,"Asian or Asian American, Black or African American, White"
under 18,Health care,Intern,,29120,,,Massachusetts,Boston,2-4 years,2-4 years,High School,Woman,Asian or Asian American
35-44,Education (Higher Education),Student success advocate,Retention coordinator,45009,,,Florida,St. Petersburg,11-20 years,8-10 years,Master's degree,Woman,Black or African American
45-54,Computing or Tech,Sr. Principal Curriculum Developer,I develop online training for software products,132000,7500,Average additional compensation is in the form of RSU grants vesting,New Mexico,Rio Rancho,21-30 years,21-30 years,College degree,Woman,White
25-34,Nonprofits,Education Director,History Museum,46000,1000,,Georgia,St. Simons Island,5-7 years,5-7 years,Master's degree,Woman,White
35-44,Education (Primary/Secondary),Consulting Behavior Analyst,,98000,,,Massachusetts,Outside Of Boston,21-30 years,11-20 years,Master's degree,Woman,White
35-44,Nonprofits,Senior Manager,,60000,0,,New York,New York,11-20 years,8-10 years,Master's degree,Woman,White
25-34,Engineering or Manufacturing,Petroleum Engineer,field engineer,96000,45000,,North Dakota,Williston,5-7 years,5-7 years,College degree,Woman,White
35-44,Education (Higher Education),IT Manager,,130000,10000,,California,San Diego,21-30 years,21-30 years,Master's degree,Man,White
45-54,Education (Higher Education),Associate Director,(Academic Law Library),92000,1200,,Texas,Austin,11-20 years,11-20 years,Master's degree,Woman,White
45-54,"Accounting, Banking & Finance",Accounting Manager,,75000,,,New Jersey,Cherry Hill,8-10 years,8-10 years,College degree,Woman,Black or African American
35-44,Computing or Tech,Software Engineer,,150000,,,Colorado,Denver,5-7 years,5-7 years,College degree,Woman,Another option not listed here or prefer not to answer
25-34,Nonprofits,Development Associate & Special Events Manager,Within a nonprofit school,45000,,,New York,New York,5-7 years,2-4 years,College degree,Woman,White
25-34,Nonprofits,Research Fellow,research & data analysis for nonprofit,64000,1500,,Ohio,Cleveland,11-20 years,8-10 years,Master's degree,Woman,White
35-44,Computing or Tech,Content Designer,,132840,0,,California,San Francisco,11-20 years,2-4 years,College degree,Man,"Hispanic, Latino, or Spanish origin, White"
25-34,"Marketing, Advertising & PR",Customer service supervisor,,48000,,,New York,Amsterdam,5-7 years,5-7 years,College degree,Woman,White
35-44,Nonprofits,Policy Director,,70000,0,,District of Columbia,DC,8-10 years,8-10 years,Master's degree,Woman,White
55-64,Insurance,Customer service,,34000,0,,Montana,Libby,21-30 years,11-20 years,High School,Woman,White
25-34,"Marketing, Advertising & PR",Director of Marketing,B2B SaaS Marketing,115000,15000,,Texas,Dallas,8-10 years,8-10 years,Master's degree,Woman,Middle Eastern or Northern African
35-44,Biotech/Pharma,Employee Communications Specialist,,107000,11770,,Massachusetts,Boston,11-20 years,8-10 years,Master's degree,Woman,White
45-54,Engineering or Manufacturing,Manufacturing Engineer,,122000,3000,,Texas,Austin,21-30 years,21-30 years,Master's degree,Man,White
25-34,Law,Conflicts Researcher,Professional staff for a law firm,66000,,,California,Los Angeles,2-4 years,2-4 years,College degree,Woman,White
25-34,Nonprofits,Grant Writer,,36000,300,,New Mexico,Las Cruces,2-4 years,2-4 years,Master's degree,Woman,White
25-34,Environmental Science,Quality Assessment Specialist,Quality/accreditation management,65000,1000,,Ohio,Cleveland,5-7 years,2-4 years,College degree,Woman,White
25-34,Nonprofits,Archivist,I work as an archivist within a nonprofit.,54000,2000,,Massachusetts,Boston,5-7 years,2-4 years,College degree,Woman,"Asian or Asian American, White"
35-44,Computing or Tech,Senior Software Engineer,,175000,40000,,Massachusetts,Boston,11-20 years,11-20 years,Master's degree,Man,White
25-34,Nonprofits,director,,112000,4000,,Massachusetts,Boston,11-20 years,5-7 years,Master's degree,Woman,"Black or African American, Middle Eastern or Northern African, White"
35-44,Distribution,Digital Project Manager,,95000,,,New York,White Plains,11-20 years,11-20 years,College degree,Woman,"Asian or Asian American, White"
25-34,Business or Consulting,Associate Consultant,,84000,,,New York,New York,2-4 years,2-4 years,Master's degree,Woman,Black or African American
25-34,Law,Specialist,Professional Development,95000,3000,,New York,New York,2-4 years,2-4 years,College degree,Woman,White
25-34,Education (Higher Education),Learning and Retention Specialist,Co-running a tutoring center,50000,0,,Illinois,Greater Chicago,5-7 years,5-7 years,Master's degree,Woman,White
35-44,Computing or Tech,Senior Software Engineering Manager,,210000,50000,Additional income is in the form of not currently tradeable RSus,California,San Francisco,11-20 years,11-20 years,College degree,Man,White
35-44,Engineering or Manufacturing,Regulatory Affairs,,160000,10000,,Indiana,Indianapolis,11-20 years,11-20 years,PhD,Other or prefer not to answer,Asian or Asian American
45-54,Health care,Inside Sales & Sales support,,50000,12000,,Massachusetts,Boston,21-30 years,21-30 years,College degree,Woman,White
18-24,Law,Legal intern,,50000,,,Alabama,Texas,1 year or less,1 year or less,College degree,Woman,Black or African American
55-64,Engineering or Manufacturing,Sr Corporate Recruiter,,103000,7500,,Texas,Fort Worth,31-40 years,21-30 years,College degree,Woman,White
25-34,Engineering or Manufacturing,Superintendent,,77000,20000,,Oregon,Portland,2-4 years,2-4 years,College degree,Woman,White
25-34,Libraries,Library Information Supervisor,Assistant branch manager at a public library,70291,0,,New York,New York,8-10 years,5-7 years,Master's degree,Woman,White
35-44,Computing or Tech,Senior Software Engineer,,130000,5000,,Massachusetts,Boston,8-10 years,2-4 years,PhD,Woman,White
55-64,"Accounting, Banking & Finance",Corporate Secretary,"Office Manager,",60000,,,Minnesota,Blaine,31-40 years,31-40 years,Some college,Woman,White
45-54,Computing or Tech,Director of Information Technology,,65000,0,,Pennsylvania,New Castle,21-30 years,21-30 years,Some college,Woman,White
35-44,Property or Construction,Office Manager,,47000,0,,Pennsylvania,Norristowb,5-7 years,2-4 years,Some college,Woman,White
25-34,Engineering or Manufacturing,Senior Process Engineer,,75000,5000,,Kentucky,Harrodsburg,5-7 years,5-7 years,College degree,Woman,Asian or Asian American
25-34,Computing or Tech,Director of Engineering,,180000,20000,,California,San Francisco,8-10 years,5-7 years,Some college,Man,White
25-34,Engineering or Manufacturing,Mechanical Engineer,,86000,,,Florida,Miami,1 year or less,1 year or less,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
55-64,Government and Public Administration,Director of Strategic Initiatives,,84000,0,,Ohio,Columbus,41 years or more,21-30 years,Master's degree,Woman,White
35-44,Engineering or Manufacturing,Network Administrator,,74793,5000,,Wisconsin,Madison,11-20 years,5-7 years,Master's degree,Woman,White
45-54,Computing or Tech,Senior Program Manager,I'm the team lead for 5 project managers for an internal creative team,137770,40000,"That additional 40K are RSAs, not cash or real money the value of which does not change",California,San Francisco,21-30 years,11-20 years,College degree,Woman,White
25-34,Education (Higher Education),"Lead Designer, Communications",,72000,,,Georgia,Atlanta,11-20 years,8-10 years,College degree,Man,White
25-34,"Marketing, Advertising & PR",Research analyst,,51000,10000,"Bonuses are only during election years (2020, 2018, etc)",District of Columbia,Washington,5-7 years,5-7 years,College degree,Woman,White
35-44,Computing or Tech,Senior Software Engineer,,103000,3000,,Ohio,Cleveland,21-30 years,2-4 years,Some college,Non-binary,White
35-44,Government and Public Administration,Immigration Officer,usCIS Immigration Officer in the fraud detection/national security section of a field office,107146,,Federal employee on GS pay scale with DC-area locality pay,Virginia,Arlington,11-20 years,8-10 years,Master's degree,Woman,White
35-44,Computing or Tech,"Sr Director, Product Management",,181500,30000,,New York,New York,11-20 years,11-20 years,College degree,Woman,White
25-34,"Accounting, Banking & Finance",VP,,155800,14000,,New York,New York,8-10 years,8-10 years,Master's degree,Woman,White
25-34,Nonprofits,Stewardship Officer,Communications/development support,41500,,,Indiana,Indianapolis,8-10 years,5-7 years,College degree,Woman,White
25-34,Business or Consulting,"Associate Manager, Education",Beauty industry education for sales teams,71000,3000,,New York,New York,5-7 years,5-7 years,College degree,Woman,White
35-44,Retail,Store manager,,52000,15000,,Michigan,Rockford,1 year or less,8-10 years,High School,Man,White
35-44,Nonprofits,Director of Coroprate Relations,"front-line fundraising, all kinds of corporate giving. Pre-covid had 1 direct report.",69000,0,"Was in the low 70s, but got a pay cut under Covid (I work for a live entertainment producer, so...covid's been bad). And I think my pay is a bit low relative to other comparable jobs in the city, because arts & culture nonprofit workers tend to self-select into that industry.",District of Columbia,Washington,11-20 years,8-10 years,Master's degree,Woman,White
45-54,Government and Public Administration,Library director,"Director of a one-branch library serving 100,000-person town",125000,0,,Michigan,Metro Detroit,21-30 years,21-30 years,Master's degree,Woman,Asian or Asian American
35-44,Education (Higher Education),Academic Advisor,,51000,,,Oregon,Corvallis,8-10 years,5-7 years,Master's degree,Woman,White
18-24,Retail,Floor Manager,,55000,10000,,California,Los Angeles,5-7 years,2-4 years,Some college,Woman,White
25-34,Government and Public Administration,Lead Business Analyst,,117400,0,,District of Columbia,Washington,5-7 years,5-7 years,College degree,Man,White
25-34,Computing or Tech,Product Manager,,120000,0,,Texas,Austin,8-10 years,2-4 years,College degree,Woman,White
25-34,Health care,Clinical Research Associate,,87900,9,,North Carolina,Durham,5-7 years,5-7 years,College degree,Woman,White
25-34,Education (Higher Education),Part-time Faculty,,20000,0,,Kentucky,Lexington,11-20 years,5-7 years,Master's degree,Non-binary,White
55-64,Recruitment or HR,VP HR Consulting,,120000,,"discretionary annual bonus, 1-15% of salary, based on profit and other factors",South Carolina,Columbia,31-40 years,31-40 years,College degree,Woman,White
35-44,Government and Public Administration,Senior project manager,,120000,,,District of Columbia,Washington,11-20 years,8-10 years,Master's degree,Woman,White
35-44,Nonprofits,Development Officer,Fundraising,83300,4000,,District of Columbia,Washington,11-20 years,11-20 years,College degree,Woman,White
25-34,"Accounting, Banking & Finance",Manager,,102000,20000,,California,Los Angeles,11-20 years,8-10 years,Master's degree,Woman,White
45-54,B2B Services,Business Systems Manager,,115000,6000,"14% of salary bonus eligible, but have never received full amount",Minnesota,Twin Cities,21-30 years,11-20 years,Some college,Woman,"Black or African American, Hispanic, Latino, or Spanish origin, White"
25-34,Insurance,Process Consultant,,60000,13000,Bonus based on company performance,Ohio,Cleveland,2-4 years,1 year or less,College degree,Non-binary,White
35-44,Insurance,Insurance Coordinator,,53000,2000,,Pennsylvania,Central Pa,11-20 years,11-20 years,Some college,Woman,White
25-34,Computing or Tech,Software Engineer,3-6 years experience,80000,,,Missouri,Kansas,2-4 years,2-4 years,College degree,Woman,White
25-34,Computing or Tech,Sales Operations Manager,,75000,,,Louisiana,Lafayette,2-4 years,2-4 years,Master's degree,Woman,"Black or African American, White"
35-44,Computing or Tech,Lead Software Engineer,,167000,15000,,Illinois,Plainfield,11-20 years,11-20 years,College degree,Man,White
25-34,Computing or Tech,Product Manager,,100000,3500,,California,Los Angeles,11-20 years,2-4 years,College degree,Woman,White
35-44,Academic science,Professional Research Assistant,,37000,0,,Colorado,Denver,8-10 years,5-7 years,Master's degree,Woman,White
25-34,Education (Primary/Secondary),Speech Language Pathologist,,143000,0,Annualized is much higher than actual,California,San Jose,8-10 years,8-10 years,Master's degree,Woman,White
45-54,Publishing,Production editor,,80429,0,,New York,New York,21-30 years,21-30 years,Master's degree,Man,White
25-34,Education (Higher Education),Graduate Student Instructor,,29000,0,,California,Berkeley,2-4 years,1 year or less,College degree,Woman,White
55-64,"Accounting, Banking & Finance",VP-Marketing Director,,75000,,,Tennessee,Nashville,21-30 years,21-30 years,College degree,Woman,White
35-44,E commerce,Customer Experience Coordinator,,42000,,,Ohio,Columbus,11-20 years,11-20 years,College degree,Woman,White
25-34,"Marketing, Advertising & PR","VP, Director",,170000,10000,,New York,New York,11-20 years,11-20 years,Master's degree,Woman,White
35-44,Computing or Tech,Manager,,101900,16000,,Virginia,Arlington,11-20 years,5-7 years,College degree,Woman,White
35-44,"Accounting, Banking & Finance",Administrative assistant/ client service specialist,,52000,0,,Pennsylvania,Philadelphia,11-20 years,11-20 years,College degree,Woman,White
35-44,Sales,Aftermarket Sales Manager,,51480,2500,,Oregon,Portland,8-10 years,8-10 years,Some college,Woman,White
25-34,Government and Public Administration,Associate Governmental Program Analyst,"In California, this job performs a vast array of analytical and administrative functions relatively independently. (Jobs.ca.gov has all the deets)",60990,0,,California,Sacramento,5-7 years,5-7 years,College degree,Woman,White
18-24,Government and Public Administration,Grants Management Specialist,,60000,,,New York,New York,2-4 years,1 year or less,College degree,Woman,Asian or Asian American
35-44,Computing or Tech,Engineering Manager,,245000,49000,,California,San Francisco,21-30 years,21-30 years,College degree,Man,White
25-34,Computing or Tech,Internal Consultant,technical consulting,120000,0,Not eligible for a bonus this year bc I just started,Massachusetts,Boston,1 year or less,1 year or less,PhD,Woman,White
35-44,Utilities & Telecommunications,Analyst,,105000,12000,,Pennsylvania,Allentown,11-20 years,5-7 years,Master's degree,Man,White
45-54,Law,Attorney,In-house counsel and other duties at a corporation,110000,12000,,Virginia,Chesapeake,21-30 years,5-7 years,"Professional degree (MD, JD, etc.)",Other or prefer not to answer,White
45-54,It security,SECOPS Manager,,116000,,,Pennsylvania,Horsham,11-20 years,11-20 years,Some college,Man,White
25-34,Law,Associate,,190000,,,District of Columbia,Washington,1 year or less,2-4 years,"Professional degree (MD, JD, etc.)",Woman,White
35-44,Transport or Logistics,Administrative Assistant,,43000,0,,Alaska,Small Town,11-20 years,2-4 years,College degree,Woman,White
25-34,Law,Associate,3rd year associate,125000,,,Tennessee,Chattanooga,5-7 years,5-7 years,Master's degree,Woman,White
25-34,Computing or Tech,Software Developer,,114725,15900,,Massachusetts,Watertown,11-20 years,2-4 years,College degree,Woman,White
25-34,Retail,Team Lead,,42286,2500,,Texas,Frisco,5-7 years,1 year or less,College degree,Man,White
35-44,Nonprofits,"Manager, Strategic Initiatives",,105000,2500,,District of Columbia,Washington,11-20 years,11-20 years,Master's degree,Woman,White
25-34,"Accounting, Banking & Finance",Senior Business Systems Analyst,"Title is misleading! I'm actually a SQL developer, with some web development and software engineering; I make the bonus/commission structure work, including reports, correction request forms, etc.",90000,7000,"Bonus is not guaranteed but expected, usually 8-10% of base salary",California,East,8-10 years,5-7 years,College degree,Other or prefer not to answer,White
